id,name,business_id,latitude,longitude
1407,Crofton Post Office,514,51.6704874,-3.8738244
1408,Crondall Stores,761,51.67079193,-1.932311654
1409,Cultenhove Post Office and Premier Store,1671,51.67214104,-3.211679612
1410,Curries Food & Wines Keystore,1482,51.6734032,-3.5331836
1411,Curry House Dundee,937,51.6752664,-3.9273543
1412,D & S Convenience Store LTD,849,51.67791301,-4.162484958
1413,DA Shop,1332,51.680899,-2.353453
1414,Dan Convenience Store,634,51.6824489,-3.3788196
1415,Daniel Watt Test Store,1500,51.6861737,-4.1233263
1416,Darfield Super Save,789,51.6862149,-4.1927591
1417,Daron Family Shopper,940,51.6863802,-0.2747392
1418,David Automation Test - Final,1547,51.69118455,-2.458464503
1419,Day Today - The Ten O'clock Shop,465,51.6946752,-3.2252484
1420,Day Today Airdrie,139,51.6964449,-3.4286261
1421,Day Today Alloa Road,1542,51.69682214,-4.148156602
1422,Day Today Burnbank,819,51.6979797,-0.4245137
1423,Day Today Chapelhall,103,51.6981174,-3.4097218
1424,Day Today Clarkston,370,51.69851058,0.475683476
1425,Day Today Doonfoot,43,51.7030424,-0.4102931
1426,Day Today Drylaw Local,709,51.7040442,-3.4176368
1427,Day Today Express Bothwell,820,51.7044157,-3.4098084
1428,Day Today Express Comrie,1378,51.7111984,-0.8678019
1429,Day Today Express Crieff,426,51.71294506,-3.039014888
1431,Day Today Express Eliburn Minimarket,1603,51.7132441,-3.4464549
1432,Day Today Express Fauldhouse,1517,51.71354911,-0.450444994
1433,Day Today Express Montrose Street,1112,51.7137469,-3.4460779
1434,Day Today Fair Deal Stores,0,51.71641958,0.475017761
1435,Day Today Gartlea Road,1629,51.7180116,0.486578
1436,Day Today Glenvarloch Crescent,847,51.7204957,-3.2428121
1437,Day Today Haddington,1424,51.7215493,-4.0543883
1438,Day Today High Blantyre,1044,51.72169586,0.489317566
1439,Day Today Local Myre Store,927,51.7218367,-0.4105941
1440,Day Today Lochside Ayr,339,51.7234719,0.6800177
1441,Day Today Nafa Stores,1319,51.72348569,0.490120499
1442,Day Today Prestonpans,48,51.7277887,-3.8604174
1443,Day Today Salamander Place,575,51.729749,-0.8548455
1444,Day Today Shop Cardenden,698,51.72980543,0.432103612
1445,Day Today Sighthill,672,51.73090791,0.449603007
1446,Day Today Strathaven,1341,51.73231188,-3.132773191
1447,Day Today Wallyford,18,51.73570141,-3.138327375
1448,Day Today Whitehill Store,1605,51.73684575,0.466787382
1449,Day Today Wilson Avenue,932,51.7418316,0.6969573
1450,Day Today Wright Street - Renfrew,1068,51.7447465,0.4592018
1451,Day-Today Airth,487,51.7450335,-0.3014576
1452,Day-Today Armadale,1682,51.7452772,0.6916484
1453,Day-Today Bankton Convenience Store,1263,51.747106,0.488666
1454,Day-Today Beith Supermarket,498,51.747106,0.488666
1456,Day-Today Bellsbank - TESTING DO NOT ORDER,1684,51.7476212,0.496659108
1457,Day-Today Coylton,107,51.74830303,-0.431970652
1458,Day-Today Express Johnstone,1260,51.749235,0.4545749
1459,Day-Today Greenhills,252,51.7509474,-0.3314125
1460,Day-Today Lochore,1377,51.7569466,0.4732945
1461,Day-Today Meldrum Road,386,51.7602629,-3.285828
1462,Day-Today Whifflet,603,51.7603029,-3.285877
1464,De Cabin Convenience Store,714,51.76413506,-3.155431499
1465,Demo Store - AB,361,51.7645267,-0.5767554
1467,Deneburn Stores,1213,51.7652905,-0.4622982
1468,Devonshire Londis,425,51.76613349,-3.784972429
1469,Di's Test Store,625,51.7738325,-0.3357128
1470,Discount Booze - Priory Road,1432,51.7763445,0.5969609
1472,DO NOT ORDER - TEST STORE - Caitlin,281,51.779364,-4.0209473
1473,DO NOT ORDER - TRACYS TEST STORE,1513,51.7908313,0.627478125
1474,DO NOT ORDER Central England / Euro Test - Alans test,287,51.79094619,-3.182387352
1475,DO NOT ORDER TESTING - Lisa Test Store,1216,51.7928478,1.1346647
1476,DO NOT ORDER: AF Blakemore - TEST STORE,1,51.7931963,-0.6646913
1477,DO NOT ORDER: Filco Test Store,13,51.7953469,1.1491668
1478,DO NOT USE - Premier Singh Stores Sunderland,192,51.7962977,-1.5458563
1479,Don Michele,1562,51.79875868,-4.743994608
1480,Dudley Supermarket Premier,1653,51.7988582,-4.7442521
1481,Dumbarton Road Grocers,1320,51.79999672,-3.221285373
1482,Duncombe Premier Store,1251,51.8035928,1.1828812
1483,Dunnings Premier,1073,51.8048988,0.6253273
1484,Durham Food Store,1174,51.8055149,-3.8744651
1485,Durham Road Premier Store,951,51.8082354,-2.72598
1486,Dursley News,1262,51.8100428,1.0225212
1487,Dyas Local,1607,51.8103472,1.0284901
1488,E & S Convenience Store,1479,51.81599948,0.636245407
1489,Earls Supermarket,799,51.819698,-4.4999797
1490,East Pentwyn Store,1703,51.8230707,1.0235675
1491,Eastfield Stores,462,51.8314861,1.2453624
1492,Easton Shop,1274,51.8333084,1.2460872
1493,EAT 17 SPAR Bishop's Stortford,181,51.8355077,0.6993059
1494,EAT 17 SPAR Hammersmith,0,51.8366169,1.1402732
1495,EAT 17 SPAR Walthamstow,191,51.8439998,1.2497995
1496,Eddies Shoppers Greenock,842,51.8461767,0.6217468
1497,Edwards Market,897,51.8492872,1.2725863
1498,Ellie Test Store - DO NOT ORDER,282,51.8607496,0.9600084
1499,Eltham News,1228,51.86308847,-2.590303058
1500,Elux Superstore,1491,51.865983,0.5297
1501,Emneth Premier,1127,51.866513,0.9621678
1502,Empire Store,978,51.868491,0.5562386
1503,Empire Store Late Night,1315,51.870286,0.1600465
1504,EoE Co-op -  Coggeshall,234,51.8710999,0.6902687
1505,EoE Co-op - Aldeburgh,234,51.871337,0.8726182
1506,EoE Co-op - Barking Road,234,51.874584,0.9233935
1507,EoE Co-op - Belstead Hills,234,51.8746206,0.913671
1509,EoE Co-op - Beresford Road,234,51.87673239,0.94600527
1510,EoE Co-op - Bramford,234,51.8773403,0.5712246
1511,EoE Co-op - Brantham,234,51.878559,0.8447845
1512,EoE Co-op - Brightlingsea,234,51.8794272,0.9058663
1514,EoE Co-op - Broke Hall,234,51.8798125,0.7878563
1515,EoE Co-op - Brunswick Road,234,51.8798351,0.7869757
1516,EoE Co-op - Burnham,234,51.8806426,0.8649717
1517,EoE Co-op - Caister On Sea,234,51.880868,-0.5127885
1518,EoE Co-op - Cannerby Lane,234,51.884155,0.9139662
1519,EoE Co-op - Catton Grove,234,51.8900594,0.900702
1520,EoE Co-op - Cauldwell Hall Road,234,51.8909996,0.936433
1521,EoE Co-op - Chantry,234,51.8919312,-0.3880805
1522,EoE Co-op - Colchester Road,234,51.89339216,-2.494062749
1523,EoE Co-op - Colman Road,234,51.894696,0.9286049
1524,EoE Co-op - Combs Ford,234,51.9009887,0.5536618
1525,EoE Co-op - Connaught Avenue,234,51.9029907,0.9243368
1526,EoE Co-op - Coopers Lane,234,51.90726586,-2.07971924
1527,EoE Co-op - Costessey,234,51.9117544,-0.5175803
1528,EoE Co-op - Dales Road,234,51.9129392,0.8540574
1529,EoE Co-op - Earlham Green,234,51.9188616,-0.1273001
1530,EoE Co-op - Earls Colne,234,51.9236771,1.2308669
1531,EoE Co-op - Felixstowe,234,51.9280098,0.6986157
1532,EoE Co-op - Fifers Lane,234,51.9303984,1.2438667
1533,EoE Co-op - Foxhall Road,234,51.93081364,1.246442012
1534,EoE Co-op - Framlingham,234,51.9332969,1.2574434
1535,EoE Co-op - Frinton,234,51.9336612,1.2569457
1536,EoE Co-op - Fronks Road,234,51.9356295,1.2788334
1537,EoE Co-op - Gainsborough,234,51.936658,0.6305569
1538,EoE Co-op - Garrick Way,234,51.9374688,1.2811152
1539,EoE Co-op - Gorleston,234,51.942992,1.2546573
1540,EoE Co-op - Greenstead,234,51.9432415,0.6359851
1541,EoE Co-op - Hadleigh,234,51.9476344,1.0601011
1542,EoE Co-op - Hall Road,234,51.9637314,1.3343718
1543,EoE Co-op - Halstead,234,51.9652832,1.0651515
1544,EoE Co-op - Harleston,234,51.966313,1.3522626
1545,EoE Co-op - Harwich Road,234,51.9689052,1.3641633
1546,EoE Co-op - Hasketon Road,234,51.9707378,1.3413751
1547,EoE Co-op - Hatfield Peverel,234,51.9724345,1.3376288
1548,EoE Co-op - Haughley,234,51.9762054,0.5933422
1549,EoE Co-op - Heartsease,234,51.9851047,1.1560781
1551,EoE Co-op - Heath Road,234,51.9909029,-0.2241707
1552,EoE Co-op - Hellesdon,234,51.99183167,-1.755748718
1553,EoE Co-op - High Street Dovercourt,234,51.9955934,-2.1381548
1555,EoE Co-op - Holbrook,234,51.9969009,-0.719989
1556,EoE Co-op - Holland On Sea,234,52.0080772,-0.3037181
1558,EoE Co-op - Horsford,234,52.0151224,-0.7274551
1559,EoE Co-op - Kelvedon,234,52.0310285,1.1977576
1560,EoE Co-op - King Street,234,52.0362216,1.1814606
1561,EoE Co-op - Lawling Avenue,234,52.036528,-2.4224532
1562,EoE Co-op - Leiston,234,52.0389295,1.1179989
1563,EoE Co-op - Long Melford,234,52.0408758,1.1899555
1564,EoE Co-op - Long Stratton,234,52.0426608,1.1085979
1567,EoE Co-op - Lovelace Road,234,52.0445892,0.9540922
1568,EoE Co-op - Maldon,234,52.0456899,1.2050881
1569,EoE Co-op - Manningtree,234,52.0458377,1.1228627
1570,EoE Co-op - Mersea Rd,234,52.0483797,1.184728
1571,EoE Co-op - Mile Cross,234,52.0492572,1.1546386
1573,EoE Co-op - Norwich Station,234,52.0536314,1.1728972
1574,EoE Co-op - Old Barrack Road,234,52.0584186,1.1827638
1575,EoE Co-op - Old Heath,234,52.0613203,1.1988728
1576,EoE Co-op - Onley Street,234,52.0614844,1.1742814
1578,EoE Co-op - Out Risbygate,234,52.0617457,-1.3324564
1579,EoE Co-op - Parkfields,234,52.0634821,-0.5479322
1582,EoE Co-op - Pinewood,234,52.0684158,1.193338
1583,EoE Co-op - Rands Way,234,52.0697132,1.179607
1584,EoE Co-op - Ravenswood,234,52.0737767,1.1454197
1585,EoE Co-op - Riverside,234,52.0746992,1.1182919
1586,EoE Co-op - Rosehill,234,52.0750814,-4.157823187
1587,EoE Co-op - Rushmere,234,52.0758934,1.0969227
1588,EoE Co-op - Saxmundam Road,234,52.0771564,0.7164139
1589,EoE Co-op - Sible Hedingham,234,52.0779899,-0.0552035
1590,EoE Co-op - Silver End,234,52.0798195,1.1372482
1591,EoE Co-op - Spixworth,234,52.0863141,-1.7497841
1592,EoE Co-op - Stanway,234,52.0873724,-1.9639828
1593,EoE Co-op - Station Road,234,52.0896222,-1.7672768
1594,EoE Co-op - Thorpe St Andrew,234,52.0910485,1.3014645
1595,EoE Co-op - Toftwood,234,52.0929454,1.31721
1596,EoE Co-op - Tuckwood,234,52.0970068,1.302128
1597,EoE Co-op - Vernon Street,234,52.1032598,0.6726646
1598,EoE Co-op - Wadgate Road,234,52.111831,-1.921324
1599,EoE Co-op - Walton,234,52.115525,-2.3112937
1600,EoE Co-op - Walton-on-the-Naze,234,52.1225782,0.1694939
1601,EoE Co-op - Whitehouse,234,52.12343306,0.169791165
1602,EoE Co-op - Wickham Market,234,52.1320308,-2.0724838
1603,EoE Co-op - Wimpole Road,234,52.1329003,-0.2942633
1604,EoE Co-op - Witham,234,52.149053,1.0532578
1605,EoE Co-op - Wivenhoe,234,52.1511108,1.3631196
1606,EoE Co-op - Wood Road,234,52.1521158,1.6012271
1607,EoE Co-op - Woodbridge,234,52.1544325,-0.4418232
1608,EoE Co-op Needham Market,234,52.1554588,1.0509149
1609,EoE Co-op Old Road,234,52.1574339,1.5916821
1610,Eoe Co-op Prettygate,234,52.1674582,-1.3908277
1611,EoE Co-op Shrub End,287,52.1759601,-1.2453837
1612,EoE Co-op West Bergholt,234,52.1795749,0.995592
1614,Ermine Local,821,52.1868578,-2.2487297
1615,Essentials Gillingham,657,52.18834198,-2.172228494
1616,Essentials Off Licence & Convenience Store,1247,52.1919902,-1.6025723
1617,Eurospar Dolgellau,180,52.2062382,1.5792105
1618,EVF Today's Alexander Drive,352,52.20926488,-2.187132003
1619,EVF Today's Brayhill,352,52.21534106,0.01240317
1620,EVF Today's Foxdale,352,52.2156123,-1.4301685
1621,EVF Today's Kirk Michael,352,52.2157836,0.1313553
1622,EVF Today's Laxey,352,52.2196365,0.9675056
1623,EVF Today's Lezayre Road,352,52.2199852,-3.9327082
1624,EVF Today's Little Switzerland,352,52.2218037,1.3437253
1625,EVF Today's Peel Road,352,52.22262286,-2.73372988
1626,EVF Today's Peveril Road,352,52.2256457,-0.8992233
1627,Eyres Convenience Store,1051,52.2277238,-0.2867415
1628,Fairways Supermarket,882,52.22841144,-0.106046466
1629,Family Choice Hamilton,25,52.2286356,-0.2520556
1630,Family Shopper - Little Hulton,436,52.2301526,-2.1903432
1631,Family Shopper Abroath - Montrose & Brechin,8,52.2301653,-2.1904327
1632,Family Shopper Arbroath,8,52.236502,-1.4563198
1633,Family Shopper Arbroath - Brechin & Montrose,8,52.2365541,-1.4556405
1634,Family Shopper Arbroath - Master,0,52.2474275,0.6990627
1635,Family Shopper Barnsley Road,1207,52.2546387,-1.3880457
1636,Family Shopper Blackpool,1304,52.2586944,-2.1638337
1637,Family Shopper Broadoak Road & Dessert Bar,143,52.2633438,0.7036649
1638,Family Shopper Conisbrough,506,52.2640244,-0.8349031
1639,Family Shopper Darfield,1369,52.2687219,-1.5388149
1640,Family Shopper Dollar Crescent,428,52.2740615,-3.008135
1641,Family Shopper Dronfield,715,52.2787921,-1.5334379
1642,Family Shopper Hexham,928,52.2822717,-0.6094029
1643,Family Shopper Lochee - Master Menu,582,52.2829284,-1.3981798
1644,Family Shopper March Subway,140,52.288514,-0.8525643
1645,Family Shopper Northfield Stores,630,52.2911461,-0.7023253
1646,Family Shopper Paisley,110,52.2922733,-1.5493499
1648,Family Shopper Pyle Stores,881,52.2945111,-1.586717
1649,Family Shopper Risca,121,52.2973314,-0.628533506
1650,Family Shopper Risca Park,777,52.31056093,-1.50038242
1651,Family Shopper Stoke,324,52.3127393,-2.5930128
1652,Family Shopper Wawne,1509,52.3262118,-0.6098434
1653,Far Lane Stores,1355,52.33587992,-0.077278706
1654,Fawdon Wine Centre,1100,52.3362908,-1.5795573
1655,Feltwell Spar,1578,52.3383512,-0.1698215
1656,Ferryhill Stores,778,52.33874137,-1.293304861
1657,Fforest Stores,538,52.34016077,-2.067009283
1658,Filco - Bryntirion,13,52.3407669,1.5029116
1659,Filco - Caerau,13,52.3413181,-0.5393206
1660,Filco - Cowbridge,13,52.34367284,-0.075695073
1661,Filco - Llantwit Major,13,52.34528982,-0.536074217
1662,Filco - Maesteg,13,52.3454037,0.5228192
1663,Filco - North Cornelly,13,52.345583,-1.1356388
1664,Filco - Sarn,13,52.346603,-2.292247
1665,Filco - Taibach,13,52.346952,-2.27619
1666,Filco - Talbot Green,13,52.35056653,-1.28249404
1667,Findon Road Service Station,805,52.3508279,-1.7776037
1668,Food & Wine Cellars,885,52.3553546,-2.2891304
1669,Frankie's Fish Shack,888,52.3569202,0.1487101
1670,Freemantle Supermarket,1469,52.3587665,-1.2371322
1671,Fresh in Falkirk formerly SPAR Maggie Woods Loan,499,52.3588746,-1.2207049
1672,Freshfields Market,338,52.3594532,-1.2916287
1673,Frost Premier,389,52.3600958,-1.2752723
1674,Fulwell Local,415,52.36066287,-2.876820212
1675,Fulwell News & Off-licence,580,52.3607853,-3.4266162
1676,Ganapathy Shell Corner Off - Licence and Newsagent,1297,52.3644415,-1.4363124
1677,Gareth Rees Newsagents,293,52.3672001,-2.7204529
1679,Garland Convenience Store,788,52.3678463,-1.2079601
1680,Garn Store Premier,1375,52.3732603,-1.2763718
1681,Gartmorn Stores,1381,52.3739138,-0.7759047
1682,Gemma's Convenience Store,531,52.3797853,-1.3036356
1683,General Store Campdale Road,271,52.3855302,-1.2492897
1684,Georgetown Premier,388,52.38558929,-1.883630765
1685,Gian Foodstore,800,52.39048,-0.7186595
1686,Gills Convenience Store,1625,52.390625,-1.6490655
1687,Gilmerton Grocers,612,52.3907047,-1.504225
1689,Girish's Premier @ Barmulloch,949,52.3914943,-0.7467195
1690,Glasgow - Exhibition,0,52.3917681,-1.2433651
1691,Glen Road Stores - Peebles,314,52.3918627,-2.2601071
1692,Glenwood Centre Premier & Post Office,816,52.3920223,0.132587
1693,GNS Convenience Store,1239,52.3920665,-2.2461107
1694,Go Local - All In One Express,908,52.3938769,-0.7018651
1695,Go Local - Arrowe Park,482,52.3978974,-0.5346859
1696,Go Local - Pam's,1411,52.39800673,-1.823921456
1697,Go Local - The Sky Farm Shop,548,52.3995294,-1.5312725
1698,Go Local Alford,1303,52.3995372,0.2641463
1699,Go Local Bag Lane Minimart,1027,52.4013153,-1.4661817
1700,Go Local Beechwood Convenience,1040,52.4027534,-0.7162947
1701,Go Local Birkhill Stores,1268,52.4029167,-0.715066
1702,Go Local Birley Moor,817,52.4032985,1.2995489
1703,Go Local Chester Rd,1275,52.40365512,-0.073450021
1704,Go Local Cottage Beck Road,825,52.4037745,-1.5631165
1705,Go Local Davenport,1052,52.4041723,-0.7302211
1706,Go Local Duchy Stores,503,52.4058389,-1.5659414
1707,Go Local Edenthorpe,1096,52.4067,-1.5772
1708,Go Local Extra Ashton,419,52.4073133,-1.96426727
1709,Go Local Extra Beckfield Lane Acomb,536,52.40731657,-1.96421899
1710,Go Local Extra Birches Head Store,1062,52.40765905,-1.928344687
1711,Go Local Extra Birkenhead,934,52.4116867,-1.9896816
1712,Go Local Extra Blackburn,1427,52.412134,-1.570446
1713,Go Local Extra Caithness Road,1106,52.4121382,-1.5473866
1714,Go Local Extra City Road Sheffield,1293,52.4121382,-1.5473866
1715,Go Local Extra Coldhurst,1636,52.412295,-0.7214832
1716,Go Local Extra Coventry Road,1692,52.4124894,-1.596224
1717,Go Local Extra Greenwich Avenue,1363,52.41412242,-4.085781514
1718,Go Local Extra Kirklington Road,525,52.4157526,-4.0830649
1719,Go Local Extra Newbridge Road,1291,52.4159636,-1.4624647
1720,Go Local Extra Oldham Road,349,52.41601688,-1.928730801
1721,Go Local Extra Redcar,1544,52.41625577,-4.079775895
1722,Go Local Extra Sai Stores,1037,52.4176318,-1.4594956
1723,Go Local Extra Town Moor,742,52.4186497,-1.4741069
1724,Go Local Extra Trinity,1546,52.4248537,-1.5037911
1725,Go Local Extra Wallasey,631,52.42789705,-1.905891531
1726,Go Local Extra Wallsend,1187,52.4290828,-1.7979389
1727,Go Local Fairway News and Booze,1249,52.4304845,-1.5322045
1728,Go Local Fleet Stores Convenience,1040,52.4306572,-1.4842793
1729,Go Local Food World,863,52.43384024,-1.857842557
1730,Go Local Greenfield,1301,52.43703292,-1.908349963
1731,Go Local Hazel Terrace,1098,52.4375809,-1.6487329
1732,Go Local Higher Bebington,277,52.44149258,-0.821384283
1733,Go Local Hoyland,546,52.4423049,-1.5195784
1734,Go Local Junction Lane,997,52.4447185,-0.8189293
1735,Go Local Kinnerton,1305,52.4485818,-1.794444
1736,Go Local Moss Lane,755,52.4486572,-2.3823074
1737,Go Local Normanton,545,52.4486911,-0.1067662
1738,Go Local Saltergill Convenience,1040,52.4492551,-3.5396228
1739,Go Local Selva Store,1449,52.45033537,1.450546402
1740,Go Local Shireoaks Post Office,1283,52.4521736,-1.4857738
1741,Go Local Streethouse Convenience Store,1029,52.453859,1.7302541
1742,Go Local Tamworth,845,52.4567333,0.3063489
1743,Go Local Ushaw Moor,907,52.45725595,-1.95189086
1744,Go Local Ushaw Moor - After Hours,907,52.457468,-2.146829
1745,Go Local Wolviston Convenience,1039,52.4575242,1.7040296
1746,Grab n Go @ Anne's Store,1568,52.45757377,-1.211530435
1747,Graig Convenience Store,1405,52.45977458,-2.165727012
1748,Grainger Park Store,957,52.4598113,-2.0866161
1749,Grandad's Off Licence,266,52.46021063,0.301862313
1750,Grandholm Mini Market,972,52.46092755,-1.982761832
1751,Great Bridge News & Booze,1122,52.463537,-1.7765271
1752,Green Lane Food Store,775,52.4638147,-2.0767421
1753,Green Lane News,984,52.46383816,1.716287607
1754,Green Shop,818,52.4638922,-1.8363868
1755,Greens News & Food,1516,52.4647123,-2.0861375
1756,Greens of Crossford,1209,52.46670145,1.743628441
1757,Greens of Lanark,40,52.4676241,-1.8106335
1758,Griffiths Garage,539,52.46851966,-2.006584403
1759,Grossetts Butchers,451,52.470369,-2.1069652
1760,Guneets Premier,1631,52.4704072,-2.033499
1761,H & Jodie's Nisa Local,30,52.47094366,-2.016559157
1762,H K News & Booze,1016,52.4741119,-1.8516866
1763,H&J News,1627,52.475656,-2.1328515
1764,H&N Mini Mart,508,52.4759586,-1.8932888
1765,H&R Food and Wine,1331,52.47614507,-1.424550697
1766,H&V Food and Wine,764,52.4765814,-0.9256673
1767,Haddington Wines & Whiskies,1424,52.4768216,-1.4230263
1768,Harborne News,1324,52.4784938,-1.7268438
1769,Harbury Village Store,435,52.4784938,-1.7268438
1770,Harshan Ltd Cotswolds Service Station,1300,52.47985258,-1.834858254
1771,HAWKS LOCAL KINGSTON,0,52.4804567,-1.789235805
1772,Haydn Road Convenience store,586,52.4805997,-2.1647085
1773,Hayer News and Wine,685,52.4815939,-1.9690421
1774,Heartland Test Store,1519,52.4827708,-2.1735912
1775,Heath End Road Stores,660,52.4834276,-1.7817955
1776,Heath Mini Market,1395,52.48390167,-1.473352702
1777,Hebburn Mini Mart,983,52.4858545,-1.7877837
1778,Hendon Stores,574,52.48624,0.5219944
1779,Henry's Coffee House,1264,52.487294,1.233842
1780,Hewitt Stores Premier,1675,52.4881828,-1.7940889
1781,High Farm Convenience Store Ltd,1235,52.4938014,-0.0242896
1782,Hightown Premier Stores,526,52.4942004,-1.7504053
1783,Hinkler Road Convenience Store,682,52.49489887,-1.913502428
1784,HoE - Test Store (Do not order),667,52.495246,-0.6979164
1785,HOE Test Store Do Not Use!,236,52.4960705,-2.1676282
1786,HOE VME Test,361,52.50003774,-2.173758194
1787,Hollinswood Local,570,52.5010754,-2.1227196
1788,Hollyhedge Convenience Store,1302,52.5030534,-1.7491007
1789,Holywell Convenience Store Premier,1654,52.5045113,-1.5666615
1790,Hoopern Street Premier,1556,52.50606867,-1.435387431
1791,Horsley Hill Convenience Store,719,52.5091728,-2.1172732
1792,Horsley Hill Premier Store,860,52.5120833,-1.456505
1793,Huddersfield Super Saver,700,52.5132226,-1.4861399
1794,Hummy test do not order,1514,52.51436222,-1.444818817
1795,Hyare News - Premier,1507,52.5147094,-2.12688
1796,Hyper Store,1669,52.5169323,-2.10563
1797,IAD Food & Wine,1374,52.51730301,-1.856324673
1798,Iriana Convenience Store,894,52.5200181,-1.4915265
1799,Jacks Keystore Paisley West End,1243,52.5200738,-0.2593054
1800,Jaesy Premier Store,1214,52.52049055,-1.519610882
1801,Jay's Food & Wine,1116,52.5221077,-1.4742074
1802,Jaz Convenience,1488,52.5232395,-2.0998043
1803,JD's Newz & Viewz Sittingbourne,34,52.524472,-1.8372413
1804,JD's Off Licence,266,52.5244769,-1.531541
1805,JD's Off Licence Crewe,298,52.5253729,-1.3477794
1806,Jenkins News Food & Wine,1694,52.5261081,-1.9296567
1807,JG Food News and Wine,1450,52.5264977,-1.8570857
1808,Jims Food & Wine,1053,52.5286057,-1.9980595
1809,JJ Convenience Store,621,52.5288537,-2.0332993
1810,Johal's Convenience,610,52.52936582,-1.514552993
1811,Joshua's,1601,52.5308166,-1.5052523
1812,Just fresh @ Premier Express,1247,52.53090395,-1.890385296
1813,Just Local,1572,52.5340267,-1.3750131
1814,JWAYZ Kirn Variety Store,1219,52.5348425,-1.9196021
1815,K&J Convenience Store,982,52.5351024,-1.8507622
1816,K&P Supermarket,1503,52.5353052,-1.8269234
1817,Kamille Convenience store,1525,52.5354451,-1.2815325
1818,Karls Test Store,361,52.53581304,-1.044863788
1819,Kaths Best One,632,52.535894,-1.4456284
1820,Kavery Convenience Store,796,52.5365608,-2.1865541
1821,Kaz's Corner Shop,745,52.5365779,-1.9295585
1822,Kearsney Convenience Store,838,52.53705367,-1.523879298
1823,Kegs N Blades,69,52.5370547,-0.998657364
1824,Kelly’s Kitchen,62,52.537392,-1.8362517
1825,Kevin's Best One,1418,52.5375498,-1.827265255
1826,Key Korner Service Station,542,52.5377965,-1.8538141
1827,Keystore - Cowal View,956,52.5384013,-2.0678749
1828,Keystore Barrhead,622,52.5400468,-1.800436
1829,Keystore Bearsden,797,52.5404949,-1.8843634
1830,Keystore Bonhill,60,52.5406837,-1.8844826
1831,Keystore Bonnybridge,114,52.5407422,-1.8700507
1833,Keystore Cardonald,1071,52.5419565,-2.0807591
1834,Keystore Carmyle,362,52.5431068,-0.301719
1835,Keystore Coatbridge,152,52.5437621,-1.9025147
1836,Keystore Corseford,174,52.5456098,-2.0364234
1837,Keystore Deveron,910,52.5474059,-2.1093234
1838,Keystore Express Ayr,891,52.54748189,-2.079410427
1839,Keystore Express Haymarket,1359,52.5477103,-0.2775417
1840,Keystore Express McLelland Drive,892,52.5480606,-2.1310356
1841,Keystore Express Woodmill,1689,52.54850836,-1.824035426
1842,Keystore Grangemouth,77,52.5488313,-1.2774706
1843,Keystore Greenock,555,52.54926484,0.097849895
1844,Keystore Grieve Road,955,52.54951569,0.087727343
1845,Keystore Leslie,1447,52.5509081,-0.2500131
1846,Keystore Maybole,213,52.5531305,-1.9116328
1847,Keystore Milngavie Ltd,259,52.5534198,-1.1374342
1848,Keystore More Armadale,387,52.5541046,-1.9974936
1849,Keystore More Baldwin Avenue,1182,52.5547726,-1.8834611
1850,Keystore More Hurlford,828,52.5551398,-2.0229521
1851,Keystore More Kilmarnock,46,52.55552998,1.233561496
1852,Keystore More Kinross,1290,52.5569906,-1.9113098
1853,Keystore More Kirkcaldy,1657,52.5573022,-0.130899
1854,Keystore More Mount Florida,433,52.55796382,-2.071328991
1855,Keystore More Plean,1289,52.5605861,-3.1478524
1856,Keystore More Tillicoultry,1420,52.5625453,-1.1804429
1857,Keystore More Townhill,1610,52.5625453,-1.1804429
1858,Keystore More Westerton,1593,52.5643762,-2.0160661
1859,Keystore Moredun,1316,52.565049,-1.6811053
1860,Keystore Peebles,1466,52.5658014,-2.0407019
1861,Keystore Polmont,77,52.56702714,-2.034556913
1862,Keystore Shortlees,1510,52.56755352,-1.682014544
1864,Keystore Smithycroft Road,1020,52.5681727,-1.3462503
1865,Keystore Thornliebank,925,52.5685402,-2.1242303
1866,Keystore Wishaw,560,52.57021304,0.85733746
1867,Khurmis Off Licence,724,52.5707365,-2.08983
1868,Khushi Local,653,52.5716428,-1.2037738
1869,Kidsgrove Convenience Store,1021,52.5740163,1.7147477
1872,Kilbarchan Convenience Store,1453,52.5746869,-1.0334531
1873,Kimy Off Licence,1349,52.5760983,-1.1106522
1874,King Rooster Peri Peri,1683,52.5768989,-1.5475
1876,Kings Wines,408,52.5784011,-0.2590437
1877,Kingskerswell Service Station,1633,52.5797659,-1.1326185
1878,Kingsway local,1000,52.5799437,-2.068287
1879,Kingswood Food and Wine,835,52.5832462,-1.644671526
1880,Kintillo Newsagent,1321,52.5849137,-1.1189984
1881,Kirkdale Convenience Store,756,52.5869754,-2.0018406
1882,Kirks Korner Convenience Store,377,52.5872217,-1.2074261
1883,Kittsgreen Convenience Store,369,52.5888776,-1.9951055
1884,Knight’s Convenience Store,636,52.5892884,-1.1408943
1885,Kristina's Test Store,285,52.59048448,-0.268985212
1886,Kristina's Test Store 2,285,52.5908145,-1.9964524
1887,KuKu's Cupar,866,52.5926786,-2.0616271
1888,L&M Stores Premier,1115,52.59272174,-2.055923939
1889,Lake Avenue Stores & PO,393,52.59391726,-2.559092974
1890,Laksa-m News and Wine,802,52.5951597,-1.1565425
1891,Lane Supermarket,918,52.59547,-2.5583317
1892,Launching Soon - Heathgate Store,1660,52.5967511,-2.0324031
